alpha,run_idx,algorithm,nue,sq_error,rel_sq_error,rmse,elapsed_sec
0.707107,4,OFA_fixed,2000,0.45648581759408563,0.00063916290021736699,0.10682764361274727,23.0638
0.707107,4,OFA_fixed,2500,0.34311488141608826,0.0004804230367320098,0.092616802122520978,23.0638
0.707107,4,OFA_fixed,3000,0.29846606959613031,0.00041790660587220137,0.086380852854687995,23.0638
0.707107,4,OFA_fixed,3500,0.26270835447696639,0.00036783932224624164,0.081041402146829616,23.0638
0.707107,4,OFA_fixed,4000,0.21285899719304377,0.00029804118493829187,0.072948440215169053,23.0638
0.707107,4,OFA_fixed,4500,0.19559595717616055,0.00027386979932567015,0.069927812273830034,23.0638
0.707107,4,OFA_fixed,5000,0.17003907649687156,0.00023808553320853767,0.065199516197758628,23.0638
0.707107,5,EaseSHAP_boundary_size_player,500,0.69391821944603294,0.00097161130655145289,0.1317116376261066,34.5853
0.707107,5,EaseSHAP_boundary_size_player,1000,0.35907648128188141,0.00050277217019709661,0.094746567389257089,34.5853
0.707107,5,EaseSHAP_boundary_size_player,1500,0.1966522440912061,0.00027534879249930367,0.070116375421724081,34.5853
0.707107,5,EaseSHAP_boundary_size_player,2000,0.12176589612572566,0.00017049432932107338,0.055173792720304642,34.5853
0.707107,5,EaseSHAP_boundary_size_player,2500,0.13429076961769201,0.0001880314228241609,0.057941947157843253,34.5853
0.707107,5,EaseSHAP_boundary_size_player,3000,0.11208564080684356,0.00015694021695659443,0.052935253094427433,34.5853
0.707107,5,EaseSHAP_boundary_size_player,3500,0.10010595572675553,0.00014016648606647402,0.05002648191876867,34.5853
0.707107,5,EaseSHAP_boundary_size_player,4000,0.090602137586725931,0.00012685941773840325,0.047592577569072134,34.5853
0.707107,5,EaseSHAP_boundary_size_player,4500,0.070349590925200128,9.8502180860391428e-05,0.041937331497485665,34.5853
0.707107,5,EaseSHAP_boundary_size_player,5000,0.058594923734176955,8.204351580809597e-05,0.038273660569044396,34.5853
0.707107,5,OFA_fixed,500,1.6629244888171977,0.0023283957532718178,0.20389485579687863,23.3712
0.707107,5,OFA_fixed,1000,0.96573427753583885,0.0013522030649767284,0.1553813275087968,23.3712
0.707107,5,OFA_fixed,1500,0.6384082951903074,0.00089388734928782284,0.12633371434323334,23.3712
0.707107,5,OFA_fixed,2000,0.46178030319318153,0.00064657613988494927,0.10744537021123592,23.3712
0.707107,5,OFA_fixed,2500,0.39163805356541337,0.00054836427442953571,0.098949236172571509,23.3712
0.707107,5,OFA_fixed,3000,0.28359755947071119,0.00039708799620813347,0.084201775437147283,23.3712
0.707107,5,OFA_fixed,3500,0.2457295048335186,0.00034406585467684899,0.078378808493354657,23.3712
0.707107,5,OFA_fixed,4000,0.22026399796927135,0.00030840952846578811,0.074206468378651358,23.3712
0.707107,5,OFA_fixed,4500,0.19075561271231128,0.00026709243957795506,0.069057152546335002,23.3712
0.707107,5,OFA_fixed,5000,0.14391401552225097,0.00020150571167344166,0.059982083892244652,23.3712
0.707107,6,EaseSHAP_boundary_size_player,500,0.80253820212914451,0.00112369897385119,0.14164552606146308,32.6041
0.707107,6,EaseSHAP_boundary_size_player,1000,0.51613482548406553,0.00072268232493682212,0.11359300434930682,32.6041
0.707107,6,EaseSHAP_boundary_size_player,1500,0.28300728011309167,0.00039626149809666306,0.084114101093855198,32.6041
0.707107,6,EaseSHAP_boundary_size_player,2000,0.16107688463120953,0.00022553683985514477,0.063458034288655971,32.6041
0.707107,6,EaseSHAP_boundary_size_player,2500,0.11098815322934488,0.00015540353538632417,0.052675457574980995,32.6041
0.707107,6,EaseSHAP_boundary_size_player,3000,0.076398128851212999,0.00010697123048660092,0.043703011581358149,32.6041
0.707107,6,EaseSHAP_boundary_size_player,3500,0.060874720128344183,8.5235644060581458e-05,0.039011126659052084,32.6041
0.707107,6,EaseSHAP_boundary_size_player,4000,0.044017779134937575,6.1632870701871126e-05,0.033172947990394816,32.6041
0.707107,6,EaseSHAP_boundary_size_player,4500,0.039536960200773671,5.5358911873525258e-05,0.031439211265859413,32.6041
0.707107,6,EaseSHAP_boundary_size_player,5000,0.042528217565285797,5.9547214464117944e-05,0.032606831172810172,32.6041
0.707107,6,OFA_fixed,500,2.627005649261406,0.0036782841546293028,0.25627161612542104,23.0564
0.707107,6,OFA_fixed,1000,1.3144728625197204,0.0018405003062158972,0.18127829865428738,23.0564
0.707107,6,OFA_fixed,1500,0.57321853088823349,0.00080260986111654528,0.11970991300726032,23.0564
0.707107,6,OFA_fixed,2000,0.5068902226341383,0.00070973820500762114,0.11257111337218556,23.0564
