mask,n_states,n_train,utility,log_loss,mode,elapsed_sec
524352,2,1000,-0.48008784103353375,0.48008784103353375,ridge_fixed,0.0031077080057002604
524416,2,1000,-0.4762399880684633,0.4762399880684633,ridge_fixed,0.003124999988358468
524544,2,1000,-0.44805490728014846,0.44805490728014846,ridge_fixed,0.0030587499495595694
524800,2,1000,-0.45951657228062714,0.45951657228062714,ridge_fixed,0.003140375018119812
526336,2,1000,-0.46088051685874915,0.46088051685874915,ridge_fixed,0.00328791601350531
528384,2,1000,-0.453060760548659,0.453060760548659,ridge_fixed,0.003250041976571083
532480,2,1000,-0.4669596660776615,0.4669596660776615,ridge_fixed,0.003356875036843121
540672,2,1000,-0.4615571400723426,0.4615571400723426,ridge_fixed,0.002969166962429881
557056,2,1000,-0.457644058308753,0.457644058308753,ridge_fixed,0.003691915946546942
589824,2,1000,-0.46220446700350304,0.46220446700350304,ridge_fixed,0.003471290983725339
655360,2,1000,-0.4597072570185619,0.4597072570185619,ridge_fixed,0.006836207991000265
786432,2,1000,-0.4563936920320758,0.4563936920320758,ridge_fixed,0.0030041669961065054
1048577,2,1000,-0.4613754653217984,0.4613754653217984,ridge_fixed,0.002837000007275492
1048580,2,1000,-0.46350015785661725,0.46350015785661725,ridge_fixed,0.0033231659908778965
1048584,2,1000,-0.47850239280581747,0.47850239280581747,ridge_fixed,0.0030076249968260527
1048592,2,1000,-0.45826385771826594,0.45826385771826594,ridge_fixed,0.0030297909979708493
1048608,2,1000,-0.4564721513576472,0.4564721513576472,ridge_fixed,0.0035526250139810145
1048640,2,1000,-0.46697412837195523,0.46697412837195523,ridge_fixed,0.0033455839729867876
1048704,2,1000,-0.45657964565599884,0.45657964565599884,ridge_fixed,0.0030766669660806656
1048832,2,1000,-0.4587682059602653,0.4587682059602653,ridge_fixed,0.0029464580002240837
1049600,2,1000,-0.45697832533925087,0.45697832533925087,ridge_fixed,0.0029396250029094517
1052672,2,1000,-0.45376858370393897,0.45376858370393897,ridge_fixed,0.0029813749715685844
