method,method_label,seed_index,estimator_seed,checkpoint,utility_evaluations,sum_estimated_values,efficiency_error,rmse_to_own_final_mean,mae_to_own_final_mean,pearson_to_own_final_mean,spearman_to_own_final_mean,top5_overlap_own_final_mean,top10_overlap_own_final_mean,top15_overlap_own_final_mean,rmse_to_reference,mae_to_reference,pearson_to_reference,spearman_to_reference,top5_overlap_reference,top10_overlap_reference,top15_overlap_reference
kernelSHAP,kernelSHAP,0,2026,11,5500,0.08953232632657343,1.6653345369377348e-16,0.002048953620083348,0.0015459047129554096,0.45859614725445536,0.38410564225690275,2,4,6,0.0020233895829274936,0.001523175435822369,0.4895594281066727,0.4148379351740696,2,3,8
kernelSHAP,kernelSHAP,0,2026,12,6000,0.08953232632657322,4.163336342344337e-17,0.0020213483327477058,0.0015691300631115728,0.5288932626053148,0.4613205282112845,3,6,6,0.0020138914264744684,0.0015629316455746125,0.5472015241002457,0.4950300120048019,1,5,8
kernelSHAP,kernelSHAP,0,2026,13,6500,0.08953232632657317,9.71445146547012e-17,0.00181855891507119,0.0014000838346950087,0.5597065498492217,0.5086674669867948,4,6,6,0.0018116411379352866,0.0013873200189686594,0.5771765052441223,0.5624489795918367,1,5,8
kernelSHAP,kernelSHAP,0,2026,14,7000,0.08953232632657365,3.885780586188048e-16,0.0017607710618228406,0.0013394817909769788,0.5467113687709116,0.4900360144057623,3,6,6,0.0017441872081854202,0.0013121717349026416,0.5713182734313398,0.531812725090036,2,5,8
kernelSHAP,kernelSHAP,0,2026,15,7500,0.08953232632657268,5.828670879282072e-16,0.0016667557285960735,0.0013226002184438912,0.5548192757996936,0.4845618247298919,3,6,8,0.0016437611024791435,0.0012988704168340284,0.584422364184415,0.5321008403361345,3,5,10
kernelSHAP,kernelSHAP,0,2026,16,8000,0.08953232632657357,3.0531133177191805e-16,0.0016771634616659088,0.0013670686844798885,0.5309874056655626,0.441344537815126,3,7,8,0.0016511365777929121,0.001339492936755225,0.5617268316327868,0.5048259303721488,2,6,10
kernelSHAP,kernelSHAP,0,2026,17,8500,0.08953232632657426,9.992007221626409e-16,0.0015663356199268666,0.0012626550862204012,0.555775072322141,0.4724609843937575,3,7,8,0.0015382126515132378,0.0012162503073464407,0.5881210919771059,0.5360384153661464,2,6,8
kernelSHAP,kernelSHAP,0,2026,18,9000,0.08953232632657283,4.3021142204224816e-16,0.0015050323551528098,0.0012297359616445932,0.5671041129910163,0.4895558223289315,3,6,8,0.001477989794885341,0.0011907661316102507,0.5979171291455986,0.5498679471788716,2,6,9
kernelSHAP,kernelSHAP,0,2026,19,9500,0.08953232632657285,4.163336342344337e-16,0.0014087738193325104,0.0011409348129108369,0.580567957429552,0.514141656662665,3,4,7,0.0013697656865792422,0.0011034904374006079,0.6209427431066465,0.595390156062425,2,5,9
kernelSHAP,kernelSHAP,0,2026,20,10000,0.08953232632657346,1.942890293094024e-16,0.0014266098295769004,0.0011607319670019147,0.5615147875495703,0.49349339735894354,3,4,6,0.0013708179103752373,0.0011004996946353811,0.6163253583880005,0.5903001200480192,2,5,8
SHAP_IQ,SHAP-IQ,0,2026,1,500,0.08953232632657314,1.249000902703301e-16,0.010791913358335499,0.008114816217758553,0.13259074097855394,0.05968787515006002,1,2,6,0.010765164781847865,0.008108629256218166,0.17143351905069618,0.0670828331332533,1,4,6
SHAP_IQ,SHAP-IQ,0,2026,2,1000,0.08953232632657336,9.71445146547012e-17,0.0073574835528935805,0.005726688343506081,0.020107093414236388,0.06737094837935174,0,2,5,0.007322865570145172,0.005784920665926647,0.03949886361830502,0.07841536614645858,1,2,5
SHAP_IQ,SHAP-IQ,0,2026,3,1500,0.08953232632657337,1.1102230246251565e-16,0.007301226894271638,0.005679136552495396,0.11726003186385409,0.1470828331332533,2,2,6,0.007267019493476911,0.005644473240965936,0.1539066356452332,0.21997599039615845,1,3,6
SHAP_IQ,SHAP-IQ,0,2026,4,2000,0.08953232632657337,1.1102230246251565e-16,0.005525056669531684,0.004301271129638263,0.0017529562707263235,-0.04441776710684273,0,2,6,0.005472406263693072,0.004264751818954089,0.03061555336873078,0.041440576230492195,1,2,6
SHAP_IQ,SHAP-IQ,0,2026,5,2500,0.08953232632657335,8.326672684688674e-17,0.005108381569221194,0.004199230697308401,0.01580770256415425,-0.04192076830732293,1,3,4,0.005026664240914463,0.004154404317500967,0.07813215240787924,0.07188475390156063,1,3,5
